county,precinct,office,district,party,candidate,votes,other_votes,blank_votes,total_votes
Alexandria City,210 - The Hermitage,President,,Democratic,Hillary R. Clinton,805,14,0,1162
Alexandria City,210 - The Hermitage,President,,Republican,Donald J. Trump,274,14,0,1162
Alexandria City,210 - The Hermitage,President,,Libertarian,Gary Johnson,29,14,0,1162
Alexandria City,210 - The Hermitage,President,,Independent,Evan McMullin,32,14,0,1162
Alexandria City,210 - The Hermitage,President,,Green,Jill Stein,8,14,0,1162
Alexandria City,302 - Patrick Henry Rec Center,President,,Democratic,Hillary R. Clinton,1407,19,0,1774
Alexandria City,302 - Patrick Henry Rec Center,President,,Republican,Donald J. Trump,247,19,0,1774
Alexandria City,302 - Patrick Henry Rec Center,President,,Libertarian,Gary Johnson,48,19,0,1774
Alexandria City,302 - Patrick Henry Rec Center,President,,Independent,Evan McMullin,31,19,0,1774
Alexandria City,302 - Patrick Henry Rec Center,President,,Green,Jill Stein,22,19,0,1774
Alexandria City,303 - Charles E Beatley Library,President,,Democratic,Hillary R. Clinton,1599,27,0,1998
Alexandria City,303 - Charles E Beatley Library,President,,Republican,Donald J. Trump,298,27,0,1998
Alexandria City,303 - Charles E Beatley Library,President,,Libertarian,Gary Johnson,38,27,0,1998
Alexandria City,303 - Charles E Beatley Library,President,,Independent,Evan McMullin,17,27,0,1998
Alexandria City,303 - Charles E Beatley Library,President,,Green,Jill Stein,19,27,0,1998
Alexandria City,304 - Samuel Tucker School,President,,Democratic,Hillary R. Clinton,2246,30,0,2838
Alexandria City,304 - Samuel Tucker School,President,,Republican,Donald J. Trump,413,30,0,2838
Alexandria City,304 - Samuel Tucker School,President,,Libertarian,Gary Johnson,71,30,0,2838
Alexandria City,304 - Samuel Tucker School,President,,Independent,Evan McMullin,47,30,0,2838
Alexandria City,304 - Samuel Tucker School,President,,Green,Jill Stein,31,30,0,2838
Alexandria City,305 - John Adams School,President,,Democratic,Hillary R. Clinton,1843,24,0,2273
Alexandria City,305 - John Adams School,President,,Republican,Donald J. Trump,320,24,0,2273
Alexandria City,305 - John Adams School,President,,Libertarian,Gary Johnson,38,24,0,2273
Alexandria City,305 - John Adams School,President,,Independent,Evan McMullin,28,24,0,2273
Alexandria City,305 - John Adams School,President,,Green,Jill Stein,20,24,0,2273
Alexandria City,306 - William Ramsay School,President,,Democratic,Hillary R. Clinton,1985,19,0,2367
Alexandria City,306 - William Ramsay School,President,,Republican,Donald J. Trump,285,19,0,2367
Alexandria City,306 - William Ramsay School,President,,Libertarian,Gary Johnson,37,19,0,2367
Alexandria City,306 - William Ramsay School,President,,Independent,Evan McMullin,20,19,0,2367
Alexandria City,306 - William Ramsay School,President,,Green,Jill Stein,21,19,0,2367
Alexandria City,307 - South Port,President,,Democratic,Hillary R. Clinton,1376,14,0,1802
Alexandria City,307 - South Port,President,,Republican,Donald J. Trump,350,14,0,1802
Alexandria City,307 - South Port,President,,Libertarian,Gary Johnson,26,14,0,1802
Alexandria City,307 - South Port,President,,Independent,Evan McMullin,18,14,0,1802
Alexandria City,307 - South Port,President,,Green,Jill Stein,18,14,0,1802
Alexandria City,308 - Cameron Station Community Ctr,President,,Democratic,Hillary R. Clinton,1408,41,0,2119
Alexandria City,308 - Cameron Station Community Ctr,President,,Republican,Donald J. Trump,545,41,0,2119
Alexandria City,308 - Cameron Station Community Ctr,President,,Libertarian,Gary Johnson,67,41,0,2119
Alexandria City,308 - Cameron Station Community Ctr,President,,Independent,Evan McMullin,42,41,0,2119
Alexandria City,308 - Cameron Station Community Ctr,President,,Green,Jill Stein,16,41,0,2119
Alexandria City,Ab - Central Absentee Precinct,President,,Democratic,Hillary R. Clinton,15677,321,0,19940
Alexandria City,Ab - Central Absentee Precinct,President,,Republican,Donald J. Trump,3069,321,0,19940
Alexandria City,Ab - Central Absentee Precinct,President,,Libertarian,Gary Johnson,484,321,0,19940
Alexandria City,Ab - Central Absentee Precinct,President,,Independent,Evan McMullin,251,321,0,19940
Alexandria City,Ab - Central Absentee Precinct,President,,Green,Jill Stein,138,321,0,19940
Alexandria City,Provisional,President,,Democratic,Hillary R. Clinton,94,3,0,155
Alexandria City,Provisional,President,,Republican,Donald J. Trump,46,3,0,155
Alexandria City,Provisional,President,,Libertarian,Gary Johnson,4,3,0,155
Alexandria City,Provisional,President,,Independent,Evan McMullin,7,3,0,155
Alexandria City,Provisional,President,,Green,Jill Stein,1,3,0,155
Alleghany County,101 - Arritt,President,,Democratic,Hillary R. Clinton,138,1,0,681
Alleghany County,101 - Arritt,President,,Republican,Donald J. Trump,521,1,0,681
Alleghany County,101 - Arritt,President,,Libertarian,Gary Johnson,12,1,0,681
Alleghany County,101 - Arritt,President,,Independent,Evan McMullin,7,1,0,681
Alleghany County,101 - Arritt,President,,Green,Jill Stein,2,1,0,681
Alleghany County,103 - Dameron,President,,Democratic,Hillary R. Clinton,51,0,0,254
Alleghany County,103 - Dameron,President,,Republican,Donald J. Trump,196,0,0,254
Alleghany County,103 - Dameron,President,,Libertarian,Gary Johnson,2,0,0,254
Alleghany County,103 - Dameron,President,,Independent,Evan McMullin,4,0,0,254
Alleghany County,103 - Dameron,President,,Green,Jill Stein,1,0,0,254
Alleghany County,201 - Humpback Bridge,President,,Democratic,Hillary R. Clinton,103,4,0,408
Alleghany County,201 - Humpback Bridge,President,,Republican,Donald J. Trump,290,4,0,408
Alleghany County,201 - Humpback Bridge,President,,Libertarian,Gary Johnson,3,4,0,408
Alleghany County,201 - Humpback Bridge,President,,Independent,Evan McMullin,8,4,0,408
Alleghany County,201 - Humpback Bridge,President,,Green,Jill Stein,0,4,0,408
Alleghany County,202 - Dolly Ann,President,,Democratic,Hillary R. Clinton,129,2,0,512
Alleghany County,202 - Dolly Ann,President,,Republican,Donald J. Trump,360,2,0,512
Alleghany County,202 - Dolly Ann,President,,Libertarian,Gary Johnson,18,2,0,512
Alleghany County,202 - Dolly Ann,President,,Independent,Evan McMullin,3,2,0,512
Alleghany County,202 - Dolly Ann,President,,Green,Jill Stein,0,2,0,512
Alleghany County,301 - Callaghan,President,,Democratic,Hillary R. Clinton,74,0,0,407
Alleghany County,301 - Callaghan,President,,Republican,Donald J. Trump,325,0,0,407
Alleghany County,301 - Callaghan,President,,Libertarian,Gary Johnson,7,0,0,407
Alleghany County,301 - Callaghan,President,,Independent,Evan McMullin,0,0,0,407
Alleghany County,301 - Callaghan,President,,Green,Jill Stein,1,0,0,407
Alleghany County,302 - Griffith,President,,Democratic,Hillary R. Clinton,176,1,0,650
Alleghany County,302 - Griffith,President,,Republican,Donald J. Trump,450,1,0,650
Alleghany County,302 - Griffith,President,,Libertarian,Gary Johnson,20,1,0,650
Alleghany County,302 - Griffith,President,,Independent,Evan McMullin,2,1,0,650
Alleghany County,302 - Griffith,President,,Green,Jill Stein,1,1,0,650
Alleghany County,401 - Low Moor,President,,Democratic,Hillary R. Clinton,137,1,0,492
Alleghany County,401 - Low Moor,President,,Republican,Donald J. Trump,335,1,0,492
Alleghany County,401 - Low Moor,President,,Libertarian,Gary Johnson,11,1,0,492
Alleghany County,401 - Low Moor,President,,Independent,Evan McMullin,6,1,0,492
Alleghany County,401 - Low Moor,President,,Green,Jill Stein,2,1,0,492
Alleghany County,402 - Jackson Heights,President,,Democratic,Hillary R. Clinton,141,1,0,632
Alleghany County,402 - Jackson Heights,President,,Republican,Donald J. Trump,461,1,0,632
Alleghany County,402 - Jackson Heights,President,,Libertarian,Gary Johnson,14,1,0,632
Alleghany County,402 - Jackson Heights,President,,Independent,Evan McMullin,12,1,0,632
Alleghany County,402 - Jackson Heights,President,,Green,Jill Stein,3,1,0,632
Alleghany County,501 - Iron Gate,President,,Democratic,Hillary R. Clinton,104,1,0,273
Alleghany County,501 - Iron Gate,President,,Republican,Donald J. Trump,155,1,0,273
Alleghany County,501 - Iron Gate,President,,Libertarian,Gary Johnson,9,1,0,273
Alleghany County,501 - Iron Gate,President,,Independent,Evan McMullin,3,1,0,273
Alleghany County,501 - Iron Gate,President,,Green,Jill Stein,1,1,0,273
Alleghany County,502 - Peters Switch,President,,Democratic,Hillary R. Clinton,188,0,0,768
Alleghany County,502 - Peters Switch,President,,Republican,Donald J. Trump,551,0,0,768
Alleghany County,502 - Peters Switch,President,,Libertarian,Gary Johnson,16,0,0,768
Alleghany County,502 - Peters Switch,President,,Independent,Evan McMullin,7,0,0,768
Alleghany County,502 - Peters Switch,President,,Green,Jill Stein,6,0,0,768
Alleghany County,601 - District 1,President,,Democratic,Hillary R. Clinton,397,1,0,964
Alleghany County,601 - District 1,President,,Republican,Donald J. Trump,527,1,0,964
Alleghany County,601 - District 1,President,,Libertarian,Gary Johnson,27,1,0,964
Alleghany County,601 - District 1,President,,Independent,Evan McMullin,6,1,0,964
Alleghany County,601 - District 1,President,,Green,Jill Stein,6,1,0,964
Alleghany County,701 - District 2,President,,Democratic,Hillary R. Clinton,324,5,0,732
Alleghany County,701 - District 2,President,,Republican,Donald J. Trump,371,5,0,732
Alleghany County,701 - District 2,President,,Libertarian,Gary Johnson,15,5,0,732
Alleghany County,701 - District 2,President,,Independent,Evan McMullin,9,5,0,732
Alleghany County,701 - District 2,President,,Green,Jill Stein,8,5,0,732
Alleghany County,Ab - Central Absentee Precinct,President,,Democratic,Hillary R. Clinton,203,0,0,550
Alleghany County,Ab - Central Absentee Precinct,President,,Republican,Donald J. Trump,331,0,0,550
Alleghany County,Ab - Central Absentee Precinct,President,,Libertarian,Gary Johnson,10,0,0,550
Alleghany County,Ab - Central Absentee Precinct,President,,Independent,Evan McMullin,2,0,0,550
Alleghany County,Ab - Central Absentee Precinct,President,,Green,Jill Stein,4,0,0,550
Alleghany County,Provisional,President,,Democratic,Hillary R. Clinton,1,0,0,2
Alleghany County,Provisional,President,,Republican,Donald J. Trump,1,0,0,2
Alleghany County,Provisional,President,,Libertarian,Gary Johnson,0,0,0,2
Alleghany County,Provisional,President,,Independent,Evan McMullin,0,0,0,2
Alleghany County,Provisional,President,,Green,Jill Stein,0,0,0,2
Amelia County,101 - Number One,President,,Democratic,Hillary R. Clinton,334,2,0,1114
Amelia County,101 - Number One,President,,Republican,Donald J. Trump,740,2,0,1114
Amelia County,101 - Number One,President,,Libertarian,Gary Johnson,27,2,0,1114
Amelia County,101 - Number One,President,,Independent,Evan McMullin,8,2,0,1114
Amelia County,101 - Number One,President,,Green,Jill Stein,3,2,0,1114
Amelia County,201 - Number Two,President,,Democratic,Hillary R. Clinton,400,7,0,1274
Amelia County,201 - Number Two,President,,Republican,Donald J. Trump,834,7,0,1274
Amelia County,201 - Number Two,President,,Libertarian,Gary Johnson,21,7,0,1274
Amelia County,201 - Number Two,President,,Independent,Evan McMullin,10,7,0,1274
Amelia County,201 - Number Two,President,,Green,Jill Stein,2,7,0,1274
Amelia County,301 - Number Three,President,,Democratic,Hillary R. Clinton,302,4,0,1222
Amelia County,301 - Number Three,President,,Republican,Donald J. Trump,892,4,0,1222
Amelia County,301 - Number Three,President,,Libertarian,Gary Johnson,22,4,0,1222
Amelia County,301 - Number Three,President,,Independent,Evan McMullin,1,4,0,1222
Amelia County,301 - Number Three,President,,Green,Jill Stein,1,4,0,1222
Amelia County,401 - Number Four,President,,Democratic,Hillary R. Clinton,302,6,0,1180
Amelia County,401 - Number Four,President,,Republican,Donald J. Trump,839,6,0,1180
Amelia County,401 - Number Four,President,,Libertarian,Gary Johnson,23,6,0,1180
Amelia County,401 - Number Four,President,,Independent,Evan McMullin,9,6,0,1180
Amelia County,401 - Number Four,President,,Green,Jill Stein,1,6,0,1180
Amelia County,501 - Number Five,President,,Democratic,Hillary R. Clinton,497,1,0,1418
Amelia County,501 - Number Five,President,,Republican,Donald J. Trump,888,1,0,1418
Amelia County,501 - Number Five,President,,Libertarian,Gary Johnson,22,1,0,1418
Amelia County,501 - Number Five,President,,Independent,Evan McMullin,6,1,0,1418
Amelia County,501 - Number Five,President,,Green,Jill Stein,4,1,0,1418
Amelia County,Ab - Central Absentee Precinct,President,,Democratic,Hillary R. Clinton,287,3,0,822
Amelia County,Ab - Central Absentee Precinct,President,,Republican,Donald J. Trump,511,3,0,822
Amelia County,Ab - Central Absentee Precinct,President,,Libertarian,Gary Johnson,14,3,0,822
Amelia County,Ab - Central Absentee Precinct,President,,Independent,Evan McMullin,7,3,0,822
Amelia County,Ab - Central Absentee Precinct,President,,Green,Jill Stein,0,3,0,822
Amelia County,Provisional,President,,Democratic,Hillary R. Clinton,6,0,0,10
Amelia County,Provisional,President,,Republican,Donald J. Trump,4,0,0,10
Amelia County,Provisional,President,,Libertarian,Gary Johnson,0,0,0,10
Amelia County,Provisional,President,,Independent,Evan McMullin,0,0,0,10
Amelia County,Provisional,President,,Green,Jill Stein,0,0,0,10
Amherst County,101 - Wright Shop,President,,Democratic,Hillary R. Clinton,549,2,0,1006
Amherst County,101 - Wright Shop,President,,Republican,Donald J. Trump,435,2,0,1006
Amherst County,101 - Wright Shop,President,,Libertarian,Gary Johnson,13,2,0,1006
Amherst County,101 - Wright Shop,President,,Independent,Evan McMullin,6,2,0,1006
Amherst County,101 - Wright Shop,President,,Green,Jill Stein,1,2,0,1006
Amherst County,102 - New Glasgow,President,,Democratic,Hillary R. Clinton,426,6,0,1276
Amherst County,102 - New Glasgow,President,,Republican,Donald J. Trump,799,6,0,1276
Amherst County,102 - New Glasgow,President,,Libertarian,Gary Johnson,22,6,0,1276
Amherst County,102 - New Glasgow,President,,Independent,Evan McMullin,18,6,0,1276
Amherst County,102 - New Glasgow,President,,Green,Jill Stein,5,6,0,1276
Amherst County,103 - Coolwell,President,,Democratic,Hillary R. Clinton,121,2,0,641
Amherst County,103 - Coolwell,President,,Republican,Donald J. Trump,492,2,0,641
Amherst County,103 - Coolwell,President,,Libertarian,Gary Johnson,14,2,0,641
Amherst County,103 - Coolwell,President,,Independent,Evan McMullin,10,2,0,641
Amherst County,103 - Coolwell,President,,Green,Jill Stein,2,2,0,641
Amherst County,201 - Court House,President,,Democratic,Hillary R. Clinton,721,10,0,1940
Amherst County,201 - Court House,President,,Republican,Donald J. Trump,1112,10,0,1940
Amherst County,201 - Court House,President,,Libertarian,Gary Johnson,56,10,0,1940
Amherst County,201 - Court House,President,,Independent,Evan McMullin,27,10,0,1940
Amherst County,201 - Court House,President,,Green,Jill Stein,14,10,0,1940
Amherst County,202 - Temperance,President,,Democratic,Hillary R. Clinton,200,6,0,799
Amherst County,202 - Temperance,President,,Republican,Donald J. Trump,569,6,0,799
Amherst County,202 - Temperance,President,,Libertarian,Gary Johnson,13,6,0,799
Amherst County,202 - Temperance,President,,Independent,Evan McMullin,7,6,0,799
Amherst County,202 - Temperance,President,,Green,Jill Stein,4,6,0,799
Amherst County,301 - Monroe,President,,Democratic,Hillary R. Clinton,217,3,0,847
Amherst County,301 - Monroe,President,,Republican,Donald J. Trump,594,3,0,847
Amherst County,301 - Monroe,President,,Libertarian,Gary Johnson,21,3,0,847
Amherst County,301 - Monroe,President,,Independent,Evan McMullin,10,3,0,847
Amherst County,301 - Monroe,President,,Green,Jill Stein,2,3,0,847
Amherst County,302 - Elon,President,,Democratic,Hillary R. Clinton,474,12,0,1992
Amherst County,302 - Elon,President,,Republican,Donald J. Trump,1450,12,0,1992
Amherst County,302 - Elon,President,,Libertarian,Gary Johnson,36,12,0,1992
Amherst County,302 - Elon,President,,Independent,Evan McMullin,12,12,0,1992
Amherst County,302 - Elon,President,,Green,Jill Stein,8,12,0,1992
Amherst County,303 - Pleasant View,President,,Democratic,Hillary R. Clinton,110,3,0,450
Amherst County,303 - Pleasant View,President,,Republican,Donald J. Trump,322,3,0,450
Amherst County,303 - Pleasant View,President,,Libertarian,Gary Johnson,11,3,0,450
Amherst County,303 - Pleasant View,President,,Independent,Evan McMullin,2,3,0,450
Amherst County,303 - Pleasant View,President,,Green,Jill Stein,2,3,0,450
Amherst County,401 - Amelon,President,,Democratic,Hillary R. Clinton,711,12,0,2303
Amherst County,401 - Amelon,President,,Republican,Donald J. Trump,1487,12,0,2303
Amherst County,401 - Amelon,President,,Libertarian,Gary Johnson,53,12,0,2303
Amherst County,401 - Amelon,President,,Independent,Evan McMullin,26,12,0,2303
